ID;annee;titre;premiere_semaine;budget
21703;2022;Maigret;260011;6577200
15611;2016;Amis publics;404366;6582139,92
10586;2008;Niko lentajan poika;203423;6100000
1469;2003;Swimming Pool;297591;6588000
1526;2003;Les Enfants de la pluie;111967;6588000
12069;2011;Présumé coupable;154995;6588000
12901;2012;A perdre la raison (Our Children);55339;6588000
18558;2018;Chacun pour tous;170481;6588000
10142;2008;Julia (2008);52505;6591194,64
17437;2017;La Mélodie;55571;6602637,24
15683;2016;Tout en haut du monde;41340;6615009,72
14425;2014;Fastlife;194754;6617064,96
9949;2008;Les Liens du sang (2008);221714;6624109,8
12752;2012;David et Madame Hansen;67278;6628611,24
12186;2011;Polisse;636355;6631200
11814;2011;Les Femmes du 6e étage;502481;6632665,56
19504;2019;Fourmi;64216;6642000
16351;2016;Tamara;423077;6650324,64
1603;2001;Sans nouvelles de Dieu;50083;6652800
2612;2000;Code inconnu;22174;6652800
10856;2009;Une semaine sur deux (et la moitié des vacances scolaires);196897;6654772,08
10849;2009;Bambou;94606;6666508,44
1548;2003;Petites coupures;103789;6674400
12590;2012;Ma première fois;108071;6674400
12983;2012;Le Capital;202565;6694388,64
10379;2008;Les Dents de la nuit;54229;6695001
12677;2012;Go Go Tales;4494;6200000
362;2006;Comme t'y es belle!;340551;6696000
1805;2002;A la folie pas du tout;228098;6696000
15998;2016;C'est quoi cette famille?!;193222;6696000
18220;2018;Tamara Vol.2;211737;6696000
18670;2018;Mauvaises herbes;201117;6696000
21573;2022;La Revanche des Crevettes Pailletées;69481;6696000
22124;2022;Les Volets verts;150419;6696000
22942;2023;Anatomie d'une chute;346499;6696000
14656;2014;Papa Was Not a Rolling Stone;51667;6697661,04
12522;2012;La Vie d'une autre;178741;6697720,44
17128;2017;Nos Patriotes;30576;6701485,32
457;2006;Le Grand Appartement;134247;6706800
9752;2007;Les Animaux amoureux;45200;6723483,84
15270;2015;Qui c'est les plus forts ?;77422;6725862
1535;2003;A la petite semaine;110304;6739200
21796;2022;Kung Fu Zohra;28119;6739200
10448;2009;Un barrage contre le Pacifique;69299;6745373,28
10819;2009;Looking for Eric;170003;6260000
9919;2007;La Clef;105928;6765136,2
10187;2008;Un conte de Noël;142865;6776339,04
10200;2010;White Material;56528;6804000
12368;2012;10 jours en or;70663;6804000
15733;2016;Des nouvelles de la planète Mars;40312;6804000
17896;2018;Amoureux de ma femme;185552;6804000
18247;2018;L'Ecole est finie (2018);60500;6804000
19513;2019;C'est quoi cette mamie?!;425378;6804000
17400;2017;Numéro Une;70592;6807132
13807;2013;Je fais le mort;102817;6811938
11795;2011;Je n'ai rien oublié;108531;6812063,28
11711;2010;Les Emotifs anonymes;321969;6819444
1454;2003;Gomez et Tavares;445103;6825600
12229;2011;Switch (2011);122604;6825600
10045;2008;La Possibilité d'une île;13093;6829400,52
10538;2009;Ricky;135612;6832649,16
350;2006;Nos jours heureux;252982;6836400
10331;2008;Nos 18 ans;161946;6875286,48
19594;2019;Deux moi;238161;6890400
1308;2004;Young Adam;3413;6400000
15699;2016;Les Innocentes;182733;6912000
18718;2018;Sauver ou périr;338929;6912000
22074;2022;Les Folies fermières;64286;6912000
22224;2022;Fumer fait tousser;87446;6912000
174;2007;L'Age des ténèbres;47594;6420000
15494;2015;Une Histoire de fou;45383;6934046,04
12746;2012;Mains armées;184765;6944448,6
12028;2011;Omar m'a tuer;225575;6948639
18665;2018;High Life;18950;6955200
12802;2012;Dépression et des Potes;183898;6965855,28
11970;2011;Chez Gino;74070;6981906,24
13840;2013;Il était une forêt;125552;6989184,36
17309;2017;Nos Années Folles;66095;7004887,56
14474;2014;Elle l'adore;204698;7008973,2
18097;2018;Mon Ket;139186;7009200
431;2006;C.R.A.Z.Y;91203;6500000
464;2006;Thank You for Smoking;97914;6500000
542;2006;Friends With Money;50924;6500000
779;2005;Crash (2005);180564;6500000
1919;2002;Narc;54690;6500000
12518;2011;Shame;140037;6500000
12654;2011;Balada triste de trompeta (The Last Circus);21633;6500000
13648;2013;The East;6259;6500000
14557;2014;The Pyramid;109776;6500000
19747;2019;Countdown (2019);151196;6500000
12268;2011;L'Exercice de l'Etat;170924;7020000
15630;2016;Encore heureux;224459;7020000
18248;2018;Ma Reum;247679;7020000
18976;2019;Dernier amour;47478;7020000
19622;2019;Proxima;51977;7020000
19816;2020;Les Vétos;271498;7020000
20681;2020;Le Bonheur des uns...;95111;7020000
13559;2013;Hannah Arendt;87234;7023246,48
15880;2016;Bienvenue à Marly-Gomont;174046;7024740,12
15373;2015;Nos futurs;111186;7028030,88
11707;2010;Libre échange;54713;7043042,88
16279;2016;Réparer les vivants;37752;7049984,04
13956;2014;Jamais le premier soir;356555;7053233,76
197;2008;Dante 01;36349;7061142,6
15610;2016;Pattaya;935495;7062205,32
415;2006;Le Passager de l'été;167683;7063200
1149;2004;Les 3 rois mages;82325;7084800
11164;2010;Blanc comme neige;101499;7084800
17671;2018;La Douleur;109144;7088854,32
11263;2011;Le Fils à Jo;338436;7099737,48
1481;2003;Le Bison (et sa voisine Dorine);203090;7106400
11207;2010;Tout ce qui brille;386771;7128000
22527;2023;Les Têtes givrées;61469;7128000
19377;2019;Sibyl;124696;7149600
541;2006;Klimt;26180;7171200
14011;2014;Prêt à tout;208722;7190440,2
327;2006;Je vous trouve très beau;479294;7192800
18555;2018;Dilili à Paris;134356;7193038,68
397;2006;Le Grand Meaulnes;200979;7203600
16968;2017;Telle mère, telle fille;123885;7216236
12989;2012;Camille redouble;244443;7225200
21233;2021;Tout s’est bien passé;100494;7225200
11969;2011;Avant l'aube;59319;7231533,12
15272;2015;Infinitely Polar Bear;31001;6700000
15358;2015;Difret;20169;6700000
21701;2022;De nos frères blessés;24444;7236000
22525;2023;La Grande magie;47867;7236000
23363;2023;Mars Express;55429;7236000
13638;2013;Marius;125081;7246716,84
12602;2012;L'Amour dure trois ans;325748;7246800
12911;2012;Laurence Anyways;30726;7251428,88
131;2007;La fille coupée en deux;247078;7258354,92
2640;2000;Stardom;8541;7268400
11120;2010;Ensemble c'est trop;184397;7268400
852;2005;L'Anniversaire;114697;7279200
1927;2002;Entre chiens et loups;77276;7290000
12000;2011;Toi, moi, les autres;116867;7333200
19018;2019;Venise n'est pas en Italie;192777;7333200
13180;2013;Max (2013);222339;7333981,92
56;2007;Les Témoins (2007);132701;7344000
64;2007;La Tête de maman;171584;7344000
10513;2008;Magique;76759;7344000
11138;2010;Chicas;21236;7344000
16979;2017;Sage Femme;331215;7344000
17863;2018;Le Collier rouge;143627;7344000
18085;2018;Le Doudou;138907;7344000
18799;2018;Pachamama;64582;7344000
14207;2014;Sous les jupes des filles;401687;7353155,16
12208;2011;Les Bien-aimés;109235;7354800
15756;2016;La Dream Team;137639;7367015,88
15553;2015;Marguerite & Julien;18024;7374905,28
9934;2007;La Chambre des morts;85043;7390263,96
10543;2009;Espion(s);205586;7394221,08
17891;2018;Place publique;182458;7398000
15490;2015;Ange et Gabrielle;254124;7407566,64
958;2005;Dear Wendy;11378;6860000
2161;2001;Intimité;126407;7441200
17034;2017;Jour J;190886;7448521,32
14221;2014;The 100-Year-Old Man Who Climbed Out the Window and Disappeared;82651;6900000
15852;2016;Juste La Fin Du Monde;405031;7452000
16038;2016;Le Fils de Jean;108116;7452000
16443;2016;Une vie (2016);47558;7452000
16665;2017;Si j'étais un homme;109237;7452000
18162;2018;Je vais mieux;68998;7452000
18674;2018;Pupille;263524;7452000
14341;2014;Jimmy's Hall;141610;7464918,96
14392;2014;Bird People;58216;7468183,8
10241;2002;Sueurs;41848;7473600
10262;2008;Pour elle;235480;7479110,16
17313;2017;Demain et tous les autres jours;23862;7480691,28
14203;2014;Dans la cour;143569;7484400
18280;2018;L'Amour est une fête;81674;7484400
2093;2001;Yamakasi;818852;7495200
13734;2013;16 ans... ou presque;196500;7516800
15457;2015;L'Odeur de la mandarine;71477;7519168,44
10540;2009;Diamant 13;76735;7519914,72
10186;2008;Les Insoumis;62387;7522905,24
11271;2010;Crime d'amour;176475;7527600
18931;2019;Mon Bébé;361898;7527600
12699;2012;Nos plus belles vacances;138820;7540386,12
17576;2017;Marvin ou la belle éducation;62088;7547563,8
359;2006;L'Ivresse du pouvoir;391001;7549200
10988;2009;Le Vilain;354789;7549200
18050;2018;Les Municipaux, ces héros;319011;7549200
14212;2014;Deux jours, une nuit;218520;7556441,4
13639;2013;Fanny;49438;7558226,64
15;2008;Inkheart;112619;60000000
30;2007;300;802975;60000000
36;2007;Bridge to Terabithia;361394;60000000
54;2007;Shooter;183930;60000000
67;2007;Norbit;135779;60000000
114;2007;Wild Hogs;150362;60000000
196;2007;The Heartbreak Kid;266966;60000000
355;2006;Garfield: A Tail of Two Kitties;294524;60000000
524;2006;Firewall;77647;60000000
712;2005;Chicken Little;624517;60000000
817;2005;Dark Water;147141;60000000
853;2005;Doom;114289;60000000
907;2005;Miss Congeniality 2: Armed and Fabulous;61867;60000000
980;2005;Cheaper by the Dozen 2;2307;60000000
1058;2004;The Village;1071424;60000000
1078;2004;Starsky and Hutch;657019;60000000
1089;2004;The Terminal;475798;60000000
1099;2004;Alien Vs. Predator;554037;60000000
1248;2004;Alfie;58602;60000000
1251;2004;Ladder 49;63695;60000000
1295;2004;Christmas with the Kranks;18148;60000000
1430;2003;Intolerable Cruelty;563086;60000000
1431;2003;Sinbad: Legend of the Seven Seas;255559;60000000
1471;2003;Paycheck;311308;60000000
1473;2003;The Italian Job;264813;60000000
1497;2003;Daddy Day Care;203655;60000000
1507;2003;Runaway Jury;174188;60000000
1600;2003;Kangaroo Jack;57467;60000000
1788;2002;Reign of Fire;401688;60000000
1804;2002;The Tuxedo;311817;60000000
1812;2002;Two Weeks Notice;252238;60000000
1813;2002;The Scorpion King;247615;60000000
1829;2002;Analyze That;235631;60000000
1954;2002;Star Trek: Nemesis;45377;60000000
2084;2001;Shrek;939597;60000000
2121;2001;Cats & Dogs;304882;60000000
2337;2001;The Last Castle;2096;60000000
2485;2000;The Family Man;155673;60000000
2510;2000;The Legend of Bagger Vance;143724;60000000
2541;2000;Almost Famous;80831;60000000
2667;2000;Supernova;585;60000000
9878;2008;Meet Dave;158880;60000000
10004;2008;The Tale of Despereaux;124210;60000000
10015;2008;Marley and Me;357977;60000000
10055;2008;Righteous Kill;319385;60000000
10088;2008;Journey to the Center of the Earth 3D;307782;60000000
10413;2009;The Soloist;23104;60000000
10420;2009;Year One;24954;60000000
10610;2009;Alvin and the Chipmunks: The Squeakquel;536385;60000000
10678;2009;State of Play;303056;60000000
10886;2010;Edge of Darkness;209517;60000000
10891;2010;Resident Evil : Afterlife;404807;60000000
10944;2009;Michael Jackson's This Is It;835652;60000000
11037;2009;Invictus;866723;60000000
11101;2010;Eat, Pray, Love;288645;60000000
11255;2010;Scott Pilgrim vs. the World;16811;60000000
11383;2011;I Am Number Four;259311;60000000
11395;2011;Contagion;394179;60000000
11911;2011;Priest (2011);146463;60000000
12830;2013;Gangster Squad;305704;60000000
12898;2012;Jack Reacher;642306;60000000
13035;2014;Jack Ryan: Shadow Recruit;258323;60000000
13377;2013;Beautiful Creatures (2013);438226;60000000
13718;2014;The Lego Movie;472708;60000000
13789;2017;The Smurfs: The Lost Village;431955;60000000
13814;2014;The Boxtrolls;142863;60000000
13848;2014;Winter's Tale;51385;60000000
14657;2015;Mortdecai;128410;60000000
14857;2016;London Has Fallen;193923;60000000
15509;2015;Joy (2015);236272;60000000
15627;2016;Jack Reacher: Never Go Back;489442;60000000
15635;2016;Sully;505048;60000000
15946;2016;Kubo and the Two Strings;142109;60000000
16060;2017;The Dark Tower;193407;60000000
18699;2019;Cold Pursuit;185673;60000000
18747;2018;Vice;124104;60000000
21021;2021;The Hitman's Wife's Bodyguard;214788;60000000
21303;2022;Three Thousand Years of Longing;95617;60000000
21471;2021;Nightmare Alley;142309;60000000
22226;2022;Ticket To Paradise;176153;60000000
22622;2023;Gran Turismo;382349;60000000
23025;2023;A Haunting in Venice;250148;60000000
19765;2023;Astérix et Obélix : L'Empire du milieu;1882686;64800000
15711;2016;The Monkey King 2;1266;60500000
467;2006;Die Höhle des gelben Hundes (Cave of the Yellow Dog);54153;600000
177;2007;Blades of Glory;1488;61000000
12850;2012;Les Misérables (2012);127909;61000000
13430;2013;2 Guns;158696;61000000
13992;2014;Gone Girl;539178;61000000
14554;2015;The Maze Runner: Scorch Trials;1190062;61000000
19476;2021;A Quiet Place 2;228844;61000000
12104;2012;Astérix et Obélix: Au service de sa Majesté;1132279;66138962,4
14;2008;Babylon A.D.;408410;66398127,84
12207;2011;Pater;37880;658973,88
947;2005;Aeon Flux;25794;62000000
1759;2002;Signs;718188;62000000
2286;2001;3 000 Miles to Graceland;24968;62000000
2482;2000;U-571;175832;62000000
9882;2008;The Love Guru;9415;62000000
15747;2018;Maze Runner: The Death Cure;751040;62000000
17555;2018;The Equalizer 2;359680;62000000
1797;2002;Austin Powers in Goldmember;372429;63000000
2407;2000;What Women Want;959614;63000000
11829;2011;Hop;196944;63000000
9837;2009;Arthur et la vengeance de Maltazard;1213383;68296383,36
442;2006;Little Man;121422;64000000
21438;2021;Clifford the Big Red Dog;163178;64000000
1508;2003;Nos enfants chéris;110407;691200
1209;2004;Super Size Me;57347;65000
299;2014;Sin City 2: A Dame to Kill For;185758;65000000
379;2006;World Trade Center;391102;65000000
430;2006;My Super Ex-Girlfriend;214804;65000000
799;2005;Elektra;241007;65000000
845;2005;Zathura;101689;65000000
1081;2004;Collateral;592916;65000000
1116;2004;Blade: Trinity;321904;65000000
1456;2003;Mona Lisa Smile;337134;65000000
1606;2003;The Missing;71975;65000000
1873;2002;The Santa Clause 2;100457;65000000
2436;2000;Space Cowboys;321513;65000000
2450;2000;The Nutty Professor II: The Klumps;327112;65000000
2498;2000;The Kid;153747;65000000
2614;2000;Lucky Numbers;30543;65000000
9879;2008;Sex and the City: The Movie;800145;65000000
10001;2008;Step Brothers;21139;65000000
10279;2009;The Lovely Bones;176065;65000000
10605;2009;Astro Boy;82811;65000000
10696;2010;The Twilight Saga: Eclipse;2001000;65000000
11156;2011;The Adjustment Bureau;294496;65000000
11274;2010;Due Date;418659;65000000
12009;2012;Resident Evil: Retribution;265993;65000000
12419;2012;The Dictator;411656;65000000
12503;2012;This Means War;186074;65000000
12916;2012;Lincoln;437768;65000000
12959;2012;Red Dawn (2012);41367;65000000
14733;2014;Annie (2014);86677;65000000
14922;2014;Unbroken;242804;65000000
14958;2015;Spy;249389;65000000
15300;2016;Pete's Dragon (film);287349;65000000
15898;2016;Free State of Jones;68009;65000000
16066;2017;Live By Night;141441;65000000
19284;2019;The Angry Birds Movie 2;256867;65000000
20791;2020;The Croods: A New Age;500697;65000000
22618;2023;Renfield;25984;65000000
22903;2023;Hypnotic;189754;65000000
323;2006;Arthur et les Minimoys;1510369;70415172,72
16749;2014;Sacro GRA;3421;650000
1123;2004;Hellboy;337501;66000000
11376;2011;War Horse;320448;66000000
13775;2014;Need for Speed;255242;66000000
17119;2017;Braqueurs d'élite;34416;71490002,76
1779;2002;Resident Evil;533300;67000000
16784;2017;Et les mistrals gagnants;56034;723600
1483;2003;Dreamcatcher;270171;68000000
1791;2002;The Sum of All Fears;272609;68000000
2131;2001;The Score;271668;68000000
12726;2012;The Watch;130825;68000000
13715;2014;I, Frankenstein;166331;68000000
14479;2014;Fury;339311;68000000
17360;2017;Downsizing;273979;68000000
21124;2021;Reminiscence;99007;68000000
21726;2022;Nope;224705;68000000
12963;2013;Percy Jackson: Sea of Monsters;549325;68559554
9838;2010;Arthur et la guerre des deux mondes;750950;74336400
13633;2013;La Fille du 14 Juillet;13014;735118,2
11068;2010;Dinner for Schmucks;852;69000000
11127;2010;Despicable Me;620662;69000000
16450;2017;Baywatch;620061;69000000
17109;2018;Red Sparrow;331963;69000000
422;2006;El Laberinto del Fauno (Pan's Labyrinth);177058;7000000
796;2005;Capote;110345;7000000
941;2005;The Devil's Rejects;29141;7000000
963;2005;Everything Is Illuminated;3753;7000000
1204;2004;Bride and Prejudice;79334;7000000
1876;2002;One Hour Photo;106000;7000000
1925;2002;Devdas;24551;7000000
2249;2001;Ghost World;25374;7000000
2611;2000;My Dog Skip;26526;7000000
10076;2008;Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour;6230;7000000
10536;2009;The Wrestler;137742;7000000
10972;2009;A Single Man;78831;7000000
10991;2009;A Serious Man;163452;7000000
11074;2010;Crazy Heart;21450;7000000
11247;2010;Mother & Child;46080;7000000
11399;2010;Street Dance 3D;209396;7000000
11439;2010;Cyrus;9911;7000000
11472;2010;Mine vaganti;50116;7000000
11623;2010;Somewhere;233005;7000000
12356;2011;Vallanzasca gli angeli del male;38997;7000000
12401;2011;We Need to Talk About Kevin;36787;7000000
12603;2012;Twixt;51284;7000000
12747;2012;Magic Mike;132498;7000000
12874;2012;Starbuck;101512;7000000
12922;2012;End of Watch;67342;7000000
13130;2012;Niko 2 - Lentäjäveljekset;114702;7000000
13667;2013;Sweetwater;32500;7000000
13832;2014;Devil's Due;116708;7000000
15288;2015;Dope;24466;7000000
15861;2016;The Neon Demon;70316;7000000
15943;2016;The Founder;45991;7000000
16619;2017;20th Century Women;35698;7000000
17001;2017;Gifted;55647;7000000
17021;2017;Free Fire;6650;7000000
17875;2018;I Can Only Imagine;12985;7000000
19869;2020;Fantasy Island;206429;7000000
22641;2023;Missing (2023);53919;7000000
11205;2010;Pièce montée;201213;7560000
11686;2010;L'Apprenti Père Noël;106505;7560000
12367;2011;La Délicatesse;222101;7560000
12580;2012;Et si on vivait tous ensemble ?;186533;7560000
12607;2012;Café de Flore;47611;7560000
17890;2018;Larguées (2018);215864;7560000
19872;2020;La Bonne épouse;171000;7560000
1088;2004;Vipère au poing;272078;7561318,68
12185;2011;Melancholia;116437;7570800
14128;2013;Only Lovers Left Alive;102358;7589700
16157;2016;La Fille Inconnue (The Unknown Girl);84067;7594467,12
13143;2013;Alceste à bicyclette;301129;7620916,32
13062;2012;Big House (Reality);52480;7630364,16
10069;2008;Le Nouveau protocole;126797;7632731,52
11736;2011;Requiem pour une tueuse;80872;7666605,72
12633;2012;38 témoins;104634;7668000
17066;2017;L'Amant double;119431;7678800
13601;2013;9 mois ferme;546618;7694587,44
12606;2012;Il était une fois, une fois;101383;7701424,92
14472;2014;3 coeurs;160854;7705800
10781;2009;Le Missionnaire;130285;7735441,68
15008;2015;Un Village presque parfait;233221;7746296,76
11403;2010;L'Age de raison;204114;7749103,68
1528;2003;Laisse tes mains sur mes hanches;115981;7754400
1158;2004;Un petit jeu sans conséquence;153559;7754514,48
13641;2013;Belle du seigneur;25293;7775418,96
12031;2010;Made In Dagenham;82602;7200000
2144;2001;J'ai faim!!!;218247;7776000
19596;2019;Trois jours et une vie;56258;7776000
19635;2019;Les Municipaux, trop c'est trop !;119328;7776000
450;2006;Piccolo, saxo et Cie;101152;7777620
15803;2016;Ma Loute;181386;7786465,2
12600;2012;La Mer à boire;81783;7786576,44
16607;2016;Père-Fils thérapie!;154177;7811201,52
405;2006;Poltergay;299500;7819200
1948;2002;Demonlover;44410;7819200
14076;2014;Aimer, boire et chanter;140947;7819200
12788;2012;Vous n'avez encore rien vu;71849;7823918,52
11483;2010;Ces amours-là;131364;7830000
435;2006;L'Homme de sa vie;155745;7840800
10239;2003;L'Outremangeur;57557;7840800
18250;2018;Neuilly sa mère, sa mère;525859;7851600
2115;2001;Chaos;366179;7873200
13959;2014;Tante Hilda !;16212;7873783,2
11054;2009;Harry Brown;28608;7300000
17075;2017;A Quiet Passion;25459;7300000
126;2007;Persepolis;289036;7884000
365;2006;Quand j'étais chanteur;391284;7884000
10658;2009;Eden à l'ouest;66019;7884000
15804;2016;Le Voyage de Fanny;44669;7884000
19087;2019;Blanche comme Neige (2019);35275;7884000
10572;2009;Soeur Sourire;82541;7885098,36
14204;2014;La Liste de mes envies;142751;7888255,2
10542;2009;Le Séminaire;295258;7901189,28
16217;2005;Le Démon de midi;44728;7904254,32
902;2005;Pinocchio, le robot;38095;7905600
15419;2015;L'Hermine;324441;7905933,72
2430;2000;Meilleur Espoir féminin;310468;7927200
10539;2009;Un homme et son chien;117028;7930176,48
1125;2004;Nathalie;222987;7933005
13230;2013;20 ans d'écart;433517;7937977,32
12233;2011;Case départ;571106;7942003,56
17237;2017;Sales Gosses;212734;7948560,24
15375;2015;La Dame dans l'auto avec des lunettes et un fusil;51138;7953294,96
2145;2001;Sur mes lèvres;187334;7959600
15847;2016;Tout, tout de suite;11257;7971013,44
66;2007;Hellphone;172357;7992000
1443;2003;La Fleur du mal;445798;7992000
11709;2010;Mon pote;103987;7992000
12814;2012;Bienvenue parmi nous;100361;7992000
22059;2022;Champagne !;120164;7992000
11905;2011;Les Yeux de sa mère;122339;7994090,88
12070;2011;Tous les soleils;188591;7994166,48
18899;2019;Le Mystère Henri Pick;362932;8002800
11890;2011;La Chance de ma vie;382283;8016344,28
13019;2012;La Traversée;55974;8019698,76
10195;2008;La Fille de Monaco;305632;8021069,28
19664;2019;Chhichhore;178;7430000
21230;2021;Titane;88523;8024400
13201;2013;Les Invincibles;86866;8032547,52
16608;2016;Le Coeur en braille;88299;8035200
10099;2008;Sans arme, ni haine, ni violence;250427;8056053,72
15040;2015;Journal d’une femme de chambre;140593;8069078,52
90;2007;Jean de La Fontaine;83188;8089200
21591;2022;Alors on danse;167617;8089200
12950;2012;Le Jour des Corneilles;68775;8089870,68
795;2005;Good Night, and Good Luck.;156464;7500000
1583;2003;Cypher;71998;7500000
1601;2003;The Real Cancun;59421;7500000
10473;2008;Nightwatching;18218;7500000
10912;2009;(500) Days of Summer;82432;7500000
11029;2010;An Education;58393;7500000
14009;2013;Gimme Shelter;48;7500000
17375;2017;Borg/McEnroe;23400;7500000
12251;2011;Impardonnables;80970;8100000
12523;2012;Dans la tourmente;62705;8100000
12690;2012;Les Adieux à la reine;165380;8100000
13875;2014;Fiston;921751;8100000
16661;2017;Cessez-le-feu;50556;8100000
18559;2018;Un Amour impossible;95480;8100000
12604;2012;Mince alors!;365886;8107323,48
10178;2008;La Personne aux deux personnes;108849;8108964
16805;2017;Chacun sa vie;207383;8136092,52
16627;2017;Alibi.com;1124383;8150295,6
14431;2014;Les Francis;205642;8151309,72
1433;2003;Les Sentiments;422226;8164800
9743;2007;Détrompez-vous;138309;8170678,44
13968;2014;De toutes nos forces;238763;8176658,4
16783;2017;Seuls;193449;8189137,8
1780;2002;Ah! Si j'étais riche;343848;8197200
40;2007;Contre-enquête;323499;8208000
369;2006;Les Aristos;365181;8208000
23024;2023;Un métier sérieux;215443;8208000
15139;2015;En équilibre;171786;8217905,76
13115;2013;Un Prince (presque) charmant;123711;8223388,92
10041;2008;Enfin veuve;619085;8223647,04
1865;2002;Samourais;198078;8229600
2208;2001;Betty Fisher et autres histoires;88209;8229600
10274;2009;Cyprien;360301;8241300,72
1114;2004;L'Equipier;215977;8246770,92
1403;2003;Chouchou;1003469;8251200
10189;2008;Musée haut, musée bas;230913;8257522,32
13624;2013;Pour une femme;113065;8278058,52
469;2006;Il Caimano;20792;7670000
10254;2008;Mes stars et moi;192057;8297283,6
18237;2018;Fleuve noir;117809;8305200
13177;2013;Intersections;52485;8311322,52
45;2007;Je crois que je l'aime;360449;8316000
1837;2002;La Mentale;194738;8316000
11181;2010;Gardiens de l'ordre;82441;8337600
15502;2015;Nous trois ou rien;177896;8341870,32
11667;2011;Halal police d'Etat;403883;8342296,92
1625;2003;Le Pacte du silence;45637;8348400
21331;2021;Pil;117333;8348400
1260;2004;A ton image;39693;8359200
10400;2008;Bouquet final;196142;8392157,28
118;2007;Gomes Vs Tavares;93549;8402400
1117;2004;Narco;346119;8402400
21943;2022;En corps;332971;8402400
1150;2004;L'Incruste, fallait pas le laisser entrer !;208312;8406889,56
10820;2009;Tellement proches;292387;8408928,6
407;2006;Selon Charlie;257457;8424000
720;2005;Espace détente;701031;8424000
9748;2007;Cowboy;54162;8424000
16807;2017;L'Embarras du choix;291171;8424000
17390;2017;L'Ecole buissonnière (2017);351303;8424000
1688;2003;The Point Men;122;7810000
11808;2011;Ma part du gâteau;530847;8438097,24
17526;2017;Maryline;87066;8439825,24
13776;2014;96 Heures;107863;8459790,12
13580;2013;La Vénus à la fourrure;121751;8476295,76
13841;2013;Les Garçons et Guillaume, à table !;707156;8483624,64
12725;2012;Maman (2012);116694;8493248,52
10399;2008;La Très très grande entreprise;146873;8494181,64
13034;2012;Mes Héros;203694;8495072,64
17085;2017;Ce qui nous lie;189571;8496294,12
1419;2003;7 ans de mariage;357255;8499600
11482;2010;Elle s'appelait Sarah;255461;8509122,36
16231;2016;La Danseuse;91222;8519688
10895;2009;Le Dernier pour la route;119355;8532000
12425;2011;La Source des femmes;233230;8532000
12636;2012;Plan de table;119989;8532000
16280;2016;Ma Famille t'adore déjà;307513;8532000
13603;2013;Fonzy;226676;8534328,48
17563;2017;Momo;328156;8553600
9913;2007;L'Heure zéro;240164;8561747,52
13773;2014;SMS;170860;8566943,4
11229;2010;Bus Palladium;53579;8575200
22179;2022;Une belle course;180034;8575200
13833;2013;Die andere Heimat - Chronik einer Sehnsucht;30068;7947033
16428;2016;Iris (2016);102231;8585606,88
14409;2014;L'Ex de ma vie;119677;8586000
9974;2007;Nocturna, una aventura mágica;22437;7960000
13569;2013;Demi-soeur;106307;8598279,6
19014;2019;Raoul Taburin;79627;8607600
15348;2015;Floride;177102;8611573,32
15277;2015;Dheepan;212472;8623595,88
15352;2015;Une famille à louer;303670;8627219,28
15542;2015;Les Cowboys;114382;8628463,44
434;2006;Désaccord parfait;191986;8629200
13576;2013;Le Passé;260761;8629200
13792;2013;Avant l'hiver;144290;8629200
15565;2015;Mia Madre;158994;8629200
15736;2016;Au nom de ma fille;190205;8629200
18534;2018;Un homme pressé;293291;8629200
18556;2018;Le Jeu;429132;8629200
18650;2019;La Vérité si je mens : les débuts;127768;8629200
16914;2017;Le Petit Spirou;224512;8636118,48
14366;2014;L'Homme qu'on aimait trop;144601;8636207,04
16010;2016;Un petit boulot;163510;8639061,48
15386;2015;Marguerite;264495;8639980,56
270;2007;Stardust (2007);180954;70000000
339;2006;Cars;438793;70000000
409;2006;Basic instinct 2 : Risk Addiction;293727;70000000
436;2006;Dreamgirls;216381;70000000
716;2005;Hitch;861055;70000000
1044;2004;Shrek 2;2238286;70000000
1060;2004;Bridget Jones: The Edge of Reason;829686;70000000
1141;2004;Man on Fire;180444;70000000
1232;2004;The Phantom of the Opera;81562;70000000
1247;2004;Sky Captain and the World of Tomorrow;70097;70000000
1435;2004;Big Fish;351353;70000000
1810;2002;Bad Company;224800;70000000
1885;2002;I Spy;108025;70000000
1886;2002;Hart's War;84139;70000000
1972;2002;Ballistic: Ecks vs. Sever;23810;70000000
2116;2001;Enemy at the Gates;382097;70000000
2151;2001;The One;264342;70000000
2154;2001;Dr. Dolittle 2;220499;70000000
9877;2008;The Forbidden Kingdom;108439;70000000
9932;2007;Hitman (2007);381525;70000000
9966;2007;Alvin and the Chipmunks;168154;70000000
9971;2008;Fool's Gold;37566;70000000
9984;2008;Yes Man;292244;70000000
10056;2008;Body of Lies;453376;70000000
10561;2009;Inglourious Basterds;939788;70000000
10607;2009;Planet 51;225318;70000000
10926;2009;Couples Retreat;80771;70000000
10928;2010;Wall Street: Money Never Sleeps;292351;70000000
11052;2009;It's Complicated;266194;70000000
11168;2012;Underworld Awakening;270145;70000000
11471;2011;Battle: Los Angeles;314138;70000000
11777;2011;The Dilemma;6450;70000000
11972;2012;Abraham Lincoln: Vampire Hunter;246009;70000000
12279;2011;Killer Elite;161843;70000000
12387;2012;Extremely Loud And Incredibly Close;134454;70000000
12428;2012;Dr. Seuss' The Lorax;242645;70000000
13001;2013;Escape Plan;196671;70000000
13217;2013;Olympus Has Fallen;173658;70000000
